data_hora,potencia_kw,energia_kwh,temperatura_inversor,fonte_id
2025-05-04 17:53:34.345025,1.099,0.275,43.1,2
2025-05-04 18:08:34.345025,0.305,0.076,30.6,2
2025-05-04 18:23:34.345025,0.336,0.084,28.8,2
2025-05-04 18:38:34.345025,0.276,0.069,36.4,2
2025-05-04 18:53:34.345025,0.376,0.094,30.4,2
2025-05-04 19:08:34.345025,0.0,0.0,36.7,2
2025-05-04 19:23:34.345025,0.0,0.0,39.0,2
2025-05-04 19:38:34.345025,0.0,0.0,42.5,2
2025-05-04 19:53:34.345025,0.0,0.0,25.3,2
2025-05-04 20:08:34.345025,0.0,0.0,35.1,2
2025-05-04 20:23:34.345025,0.0,0.0,44.7,2
2025-05-04 20:38:34.345025,0.0,0.0,29.4,2
2025-05-04 20:53:34.345025,0.0,0.0,43.9,2
2025-05-04 21:08:34.345025,0.0,0.0,44.9,2
2025-05-04 21:23:34.345025,0.0,0.0,37.4,2
2025-05-04 21:38:34.345025,0.0,0.0,42.3,2
2025-05-04 21:53:34.345025,0.0,0.0,45.0,2
2025-05-04 22:08:34.345025,0.0,0.0,31.6,2
2025-05-04 22:23:34.345025,0.0,0.0,43.9,2
2025-05-04 22:38:34.345025,0.0,0.0,28.3,2
2025-05-04 22:53:34.345025,0.0,0.0,43.3,2
2025-05-04 23:08:34.345025,0.0,0.0,28.1,2
2025-05-04 23:23:34.345025,0.0,0.0,35.7,2
2025-05-04 23:38:34.345025,0.0,0.0,34.5,2
2025-05-04 23:53:34.345025,0.0,0.0,35.6,2
2025-05-05 00:08:34.345025,0.0,0.0,42.3,2
2025-05-05 00:23:34.345025,0.0,0.0,36.2,2
2025-05-05 00:38:34.345025,0.0,0.0,42.5,2
2025-05-05 00:53:34.345025,0.0,0.0,32.0,2
2025-05-05 01:08:34.345025,0.0,0.0,29.7,2
2025-05-05 01:23:34.345025,0.0,0.0,32.8,2
2025-05-05 01:38:34.345025,0.0,0.0,40.0,2
2025-05-05 01:53:34.345025,0.0,0.0,36.4,2
2025-05-05 02:08:34.345025,0.0,0.0,25.9,2
2025-05-05 02:23:34.345025,0.0,0.0,29.9,2
2025-05-05 02:38:34.345025,0.0,0.0,34.4,2
2025-05-05 02:53:34.345025,0.0,0.0,40.9,2
2025-05-05 03:08:34.345025,0.0,0.0,25.4,2
2025-05-05 03:23:34.345025,0.0,0.0,44.7,2
2025-05-05 03:38:34.345025,0.0,0.0,42.5,2
2025-05-05 03:53:34.345025,0.0,0.0,38.8,2
2025-05-05 04:08:34.345025,0.0,0.0,25.7,2
2025-05-05 04:23:34.345025,0.0,0.0,36.0,2
2025-05-05 04:38:34.345025,0.0,0.0,27.0,2
2025-05-05 04:53:34.345025,0.0,0.0,39.7,2
2025-05-05 05:08:34.345025,0.0,0.0,42.2,2
2025-05-05 05:23:34.345025,0.0,0.0,28.9,2
2025-05-05 05:38:34.345025,0.0,0.0,34.2,2
2025-05-05 05:53:34.345025,0.0,0.0,34.6,2
2025-05-05 06:08:34.345025,0.47,0.118,39.6,2
2025-05-05 06:23:34.345025,0.424,0.106,43.7,2
2025-05-05 06:38:34.345025,0.378,0.095,26.6,2
2025-05-05 06:53:34.345025,0.42,0.105,30.4,2
2025-05-05 07:08:34.345025,1.112,0.278,40.4,2
2025-05-05 07:23:34.345025,1.389,0.347,26.9,2
2025-05-05 07:38:34.345025,1.339,0.335,34.8,2
2025-05-05 07:53:34.345025,1.345,0.336,26.5,2
2025-05-05 08:08:34.345025,2.247,0.562,40.6,2
2025-05-05 08:23:34.345025,2.104,0.526,38.5,2
2025-05-05 08:38:34.345025,1.842,0.46,29.2,2
2025-05-05 08:53:34.345025,2.274,0.568,43.7,2
2025-05-05 09:08:34.345025,2.45,0.612,44.9,2
2025-05-05 09:23:34.345025,3.018,0.754,28.9,2
2025-05-05 09:38:34.345025,3.191,0.798,33.6,2
2025-05-05 09:53:34.345025,2.51,0.628,28.4,2
2025-05-05 10:08:34.345025,3.388,0.847,42.5,2
2025-05-05 10:23:34.345025,3.797,0.949,34.8,2
2025-05-05 10:38:34.345025,2.577,0.644,30.5,2
2025-05-05 10:53:34.345025,3.27,0.818,36.7,2
2025-05-05 11:08:34.345025,3.703,0.926,27.5,2
2025-05-05 11:23:34.345025,2.963,0.741,28.6,2
2025-05-05 11:38:34.345025,4.059,1.015,34.0,2
2025-05-05 11:53:34.345025,4.117,1.029,32.4,2
2025-05-05 12:08:34.345025,4.672,1.168,44.8,2
2025-05-05 12:23:34.345025,3.798,0.949,26.3,2
2025-05-05 12:38:34.345025,3.886,0.972,39.3,2
2025-05-05 12:53:34.345025,3.58,0.895,28.1,2
2025-05-05 13:08:34.345025,4.114,1.028,34.1,2
2025-05-05 13:23:34.345025,3.151,0.788,41.4,2
2025-05-05 13:38:34.345025,3.695,0.924,37.8,2
2025-05-05 13:53:34.345025,3.622,0.906,26.2,2
2025-05-05 14:08:34.345025,2.571,0.643,31.0,2
2025-05-05 14:23:34.345025,2.801,0.7,42.4,2
2025-05-05 14:38:34.345025,3.473,0.868,41.0,2
2025-05-05 14:53:34.345025,3.733,0.933,43.3,2
2025-05-05 15:08:34.345025,3.11,0.777,32.3,2
2025-05-05 15:23:34.345025,2.314,0.578,26.7,2
2025-05-05 15:38:34.345025,3.144,0.786,32.9,2
2025-05-05 15:53:34.345025,2.438,0.609,25.6,2
2025-05-05 16:08:34.345025,1.755,0.439,40.3,2
2025-05-05 16:23:34.345025,1.76,0.44,30.6,2
2025-05-05 16:38:34.345025,2.216,0.554,30.4,2
2025-05-05 16:53:34.345025,2.266,0.567,28.6,2
2025-05-05 17:08:34.345025,1.358,0.339,27.5,2
2025-05-05 17:23:34.345025,1.118,0.279,36.6,2
2025-05-05 17:38:34.345025,1.236,0.309,37.7,2
2025-05-05 17:53:34.345025,1.04,0.26,33.1,2
2025-05-05 18:08:34.345025,0.33,0.082,29.4,2
2025-05-05 18:23:34.345025,0.438,0.11,37.3,2
2025-05-05 18:38:34.345025,0.431,0.108,35.7,2
2025-05-05 18:53:34.345025,0.402,0.101,25.5,2
2025-05-05 19:08:34.345025,0.0,0.0,27.6,2
2025-05-05 19:23:34.345025,0.0,0.0,41.8,2
2025-05-05 19:38:34.345025,0.0,0.0,35.1,2
2025-05-05 19:53:34.345025,0.0,0.0,34.1,2
2025-05-05 20:08:34.345025,0.0,0.0,39.2,2
2025-05-05 20:23:34.345025,0.0,0.0,31.9,2
2025-05-05 20:38:34.345025,0.0,0.0,31.1,2
2025-05-05 20:53:34.345025,0.0,0.0,39.4,2
2025-05-05 21:08:34.345025,0.0,0.0,28.2,2
2025-05-05 21:23:34.345025,0.0,0.0,29.7,2
2025-05-05 21:38:34.345025,0.0,0.0,28.0,2
2025-05-05 21:53:34.345025,0.0,0.0,29.4,2
2025-05-05 22:08:34.345025,0.0,0.0,27.6,2
2025-05-05 22:23:34.345025,0.0,0.0,44.4,2
2025-05-05 22:38:34.345025,0.0,0.0,44.7,2
2025-05-05 22:53:34.345025,0.0,0.0,35.5,2
2025-05-05 23:08:34.345025,0.0,0.0,41.4,2
2025-05-05 23:23:34.345025,0.0,0.0,39.6,2
2025-05-05 23:38:34.345025,0.0,0.0,31.9,2
2025-05-05 23:53:34.345025,0.0,0.0,41.3,2
2025-05-06 00:08:34.345025,0.0,0.0,25.2,2
2025-05-06 00:23:34.345025,0.0,0.0,44.0,2
2025-05-06 00:38:34.345025,0.0,0.0,32.4,2
2025-05-06 00:53:34.345025,0.0,0.0,27.3,2
2025-05-06 01:08:34.345025,0.0,0.0,43.5,2
2025-05-06 01:23:34.345025,0.0,0.0,30.7,2
2025-05-06 01:38:34.345025,0.0,0.0,41.8,2
2025-05-06 01:53:34.345025,0.0,0.0,30.1,2
2025-05-06 02:08:34.345025,0.0,0.0,30.9,2
2025-05-06 02:23:34.345025,0.0,0.0,27.7,2
2025-05-06 02:38:34.345025,0.0,0.0,26.4,2
2025-05-06 02:53:34.345025,0.0,0.0,29.0,2
2025-05-06 03:08:34.345025,0.0,0.0,28.0,2
2025-05-06 03:23:34.345025,0.0,0.0,38.8,2
2025-05-06 03:38:34.345025,0.0,0.0,26.9,2
2025-05-06 03:53:34.345025,0.0,0.0,28.3,2
2025-05-06 04:08:34.345025,0.0,0.0,28.5,2
2025-05-06 04:23:34.345025,0.0,0.0,41.3,2
2025-05-06 04:38:34.345025,0.0,0.0,38.6,2
2025-05-06 04:53:34.345025,0.0,0.0,44.1,2
2025-05-06 05:08:34.345025,0.0,0.0,25.1,2
2025-05-06 05:23:34.345025,0.0,0.0,32.2,2
2025-05-06 05:38:34.345025,0.0,0.0,27.1,2
2025-05-06 05:53:34.345025,0.0,0.0,42.6,2
2025-05-06 06:08:34.345025,0.394,0.098,42.0,2
2025-05-06 06:23:34.345025,0.358,0.09,27.3,2
2025-05-06 06:38:34.345025,0.442,0.111,34.8,2
2025-05-06 06:53:34.345025,0.375,0.094,35.6,2
2025-05-06 07:08:34.345025,1.103,0.276,32.3,2
2025-05-06 07:23:34.345025,1.172,0.293,41.4,2
2025-05-06 07:38:34.345025,1.158,0.29,28.0,2
2025-05-06 07:53:34.345025,0.972,0.243,44.0,2
2025-05-06 08:08:34.345025,2.157,0.539,43.4,2
2025-05-06 08:23:34.345025,1.928,0.482,26.0,2
2025-05-06 08:38:34.345025,1.907,0.477,30.7,2
2025-05-06 08:53:34.345025,2.117,0.529,25.2,2
2025-05-06 09:08:34.345025,2.669,0.667,30.3,2
2025-05-06 09:23:34.345025,3.158,0.79,40.5,2
2025-05-06 09:38:34.345025,2.834,0.708,35.7,2
2025-05-06 09:53:34.345025,2.326,0.582,35.8,2
2025-05-06 10:08:34.345025,3.367,0.842,37.2,2
2025-05-06 10:23:34.345025,3.76,0.94,43.7,2
2025-05-06 10:38:34.345025,3.449,0.862,36.7,2
2025-05-06 10:53:34.345025,2.625,0.656,39.5,2
2025-05-06 11:08:34.345025,3.702,0.925,37.9,2
2025-05-06 11:23:34.345025,2.912,0.728,44.8,2
2025-05-06 11:38:34.345025,4.172,1.043,37.9,2
2025-05-06 11:53:34.345025,4.039,1.01,29.6,2
2025-05-06 12:08:34.345025,3.58,0.895,38.4,2
2025-05-06 12:23:34.345025,3.467,0.867,28.0,2
2025-05-06 12:38:34.345025,4.436,1.109,39.4,2
2025-05-06 12:53:34.345025,4.223,1.056,35.1,2
2025-05-06 13:08:34.345025,2.974,0.743,44.7,2
2025-05-06 13:23:34.345025,2.924,0.731,27.8,2
2025-05-06 13:38:34.345025,4.228,1.057,35.7,2
2025-05-06 13:53:34.345025,2.969,0.742,26.6,2
2025-05-06 14:08:34.345025,2.768,0.692,27.7,2
2025-05-06 14:23:34.345025,2.573,0.643,44.6,2
2025-05-06 14:38:34.345025,2.915,0.729,28.5,2
2025-05-06 14:53:34.345025,2.709,0.677,29.0,2
2025-05-06 15:08:34.345025,2.452,0.613,39.9,2
2025-05-06 15:23:34.345025,2.413,0.603,36.9,2
2025-05-06 15:38:34.345025,3.279,0.82,25.3,2
2025-05-06 15:53:34.345025,2.52,0.63,41.2,2
2025-05-06 16:08:34.345025,2.394,0.599,29.6,2
2025-05-06 16:23:34.345025,1.878,0.469,34.8,2
2025-05-06 16:38:34.345025,1.941,0.485,26.2,2
2025-05-06 16:53:34.345025,2.233,0.558,31.6,2
2025-05-06 17:08:34.345025,1.42,0.355,29.1,2
2025-05-06 17:23:34.345025,1.392,0.348,26.3,2
2025-05-06 17:38:34.345025,1.211,0.303,41.6,2
2025-05-06 17:53:34.345025,1.22,0.305,35.3,2
2025-05-06 18:08:34.345025,0.42,0.105,26.5,2
2025-05-06 18:23:34.345025,0.375,0.094,35.2,2
2025-05-06 18:38:34.345025,0.377,0.094,37.2,2
2025-05-06 18:53:34.345025,0.37,0.093,41.7,2
2025-05-06 19:08:34.345025,0.0,0.0,29.9,2
2025-05-06 19:23:34.345025,0.0,0.0,29.9,2
2025-05-06 19:38:34.345025,0.0,0.0,38.6,2
2025-05-06 19:53:34.345025,0.0,0.0,31.1,2
2025-05-06 20:08:34.345025,0.0,0.0,38.1,2
2025-05-06 20:23:34.345025,0.0,0.0,34.3,2
2025-05-06 20:38:34.345025,0.0,0.0,30.5,2
2025-05-06 20:53:34.345025,0.0,0.0,36.3,2
2025-05-06 21:08:34.345025,0.0,0.0,42.2,2
2025-05-06 21:23:34.345025,0.0,0.0,43.4,2
2025-05-06 21:38:34.345025,0.0,0.0,25.4,2
2025-05-06 21:53:34.345025,0.0,0.0,39.0,2
2025-05-06 22:08:34.345025,0.0,0.0,41.4,2
2025-05-06 22:23:34.345025,0.0,0.0,36.5,2
2025-05-06 22:38:34.345025,0.0,0.0,31.5,2
2025-05-06 22:53:34.345025,0.0,0.0,25.3,2
2025-05-06 23:08:34.345025,0.0,0.0,31.4,2
2025-05-06 23:23:34.345025,0.0,0.0,28.6,2
2025-05-06 23:38:34.345025,0.0,0.0,34.6,2
2025-05-06 23:53:34.345025,0.0,0.0,29.2,2
2025-05-07 00:08:34.345025,0.0,0.0,28.4,2
2025-05-07 00:23:34.345025,0.0,0.0,25.0,2
2025-05-07 00:38:34.345025,0.0,0.0,44.0,2
2025-05-07 00:53:34.345025,0.0,0.0,42.2,2
2025-05-07 01:08:34.345025,0.0,0.0,42.7,2
2025-05-07 01:23:34.345025,0.0,0.0,25.5,2
2025-05-07 01:38:34.345025,0.0,0.0,42.9,2
2025-05-07 01:53:34.345025,0.0,0.0,44.4,2
2025-05-07 02:08:34.345025,0.0,0.0,43.9,2
2025-05-07 02:23:34.345025,0.0,0.0,42.7,2
2025-05-07 02:38:34.345025,0.0,0.0,38.0,2
2025-05-07 02:53:34.345025,0.0,0.0,28.1,2
2025-05-07 03:08:34.345025,0.0,0.0,27.5,2
2025-05-07 03:23:34.345025,0.0,0.0,28.6,2
2025-05-07 03:38:34.345025,0.0,0.0,26.2,2
2025-05-07 03:53:34.345025,0.0,0.0,37.8,2
2025-05-07 04:08:34.345025,0.0,0.0,39.1,2
2025-05-07 04:23:34.345025,0.0,0.0,38.3,2
2025-05-07 04:38:34.345025,0.0,0.0,34.6,2
2025-05-07 04:53:34.345025,0.0,0.0,35.9,2
2025-05-07 05:08:34.345025,0.0,0.0,32.3,2
2025-05-07 05:23:34.345025,0.0,0.0,25.2,2
2025-05-07 05:38:34.345025,0.0,0.0,32.4,2
2025-05-07 05:53:34.345025,0.0,0.0,28.8,2
2025-05-07 06:08:34.345025,0.459,0.115,41.7,2
2025-05-07 06:23:34.345025,0.453,0.113,42.2,2
2025-05-07 06:38:34.345025,0.461,0.115,30.6,2
2025-05-07 06:53:34.345025,0.372,0.093,27.5,2
2025-05-07 07:08:34.345025,1.437,0.359,44.0,2
2025-05-07 07:23:34.345025,1.198,0.299,30.6,2
2025-05-07 07:38:34.345025,1.023,0.256,27.0,2
2025-05-07 07:53:34.345025,1.091,0.273,34.9,2
2025-05-07 08:08:34.345025,1.729,0.432,40.2,2
2025-05-07 08:23:34.345025,1.993,0.498,44.8,2
2025-05-07 08:38:34.345025,2.196,0.549,29.3,2
2025-05-07 08:53:34.345025,2.024,0.506,35.8,2
2025-05-07 09:08:34.345025,3.05,0.762,42.3,2
2025-05-07 09:23:34.345025,2.305,0.576,36.1,2
2025-05-07 09:38:34.345025,2.573,0.643,29.0,2
2025-05-07 09:53:34.345025,3.239,0.81,34.1,2
2025-05-07 10:08:34.345025,2.808,0.702,32.7,2
2025-05-07 10:23:34.345025,3.022,0.755,44.9,2
2025-05-07 10:38:34.345025,3.161,0.79,36.9,2
2025-05-07 10:53:34.345025,2.984,0.746,33.9,2
2025-05-07 11:08:34.345025,3.791,0.948,28.2,2
2025-05-07 11:23:34.345025,3.011,0.753,26.7,2
2025-05-07 11:38:34.345025,3.224,0.806,26.0,2
2025-05-07 11:53:34.345025,3.52,0.88,32.2,2
2025-05-07 12:08:34.345025,4.115,1.029,42.8,2
2025-05-07 12:23:34.345025,4.255,1.064,30.9,2
2025-05-07 12:38:34.345025,4.172,1.043,38.1,2
2025-05-07 12:53:34.345025,3.307,0.827,38.7,2
2025-05-07 13:08:34.345025,3.197,0.799,43.2,2
2025-05-07 13:23:34.345025,3.904,0.976,41.2,2
2025-05-07 13:38:34.345025,3.883,0.971,35.3,2
2025-05-07 13:53:34.345025,4.011,1.003,40.6,2
2025-05-07 14:08:34.345025,3.249,0.812,43.0,2
2025-05-07 14:23:34.345025,3.386,0.846,38.7,2
2025-05-07 14:38:34.345025,2.871,0.718,28.6,2
2025-05-07 14:53:34.345025,2.815,0.704,36.6,2
2025-05-07 15:08:34.345025,2.435,0.609,26.3,2
2025-05-07 15:23:34.345025,3.161,0.79,30.5,2
2025-05-07 15:38:34.345025,2.37,0.593,44.1,2
2025-05-07 15:53:34.345025,2.581,0.645,28.2,2
2025-05-07 16:08:34.345025,2.394,0.599,34.1,2
2025-05-07 16:23:34.345025,2.36,0.59,31.5,2
2025-05-07 16:38:34.345025,2.313,0.578,29.0,2
2025-05-07 16:53:34.345025,1.624,0.406,25.8,2
2025-05-07 17:08:34.345025,1.009,0.252,31.5,2
2025-05-07 17:23:34.345025,1.034,0.259,26.2,2
2025-05-07 17:38:34.345025,1.205,0.301,32.4,2
2025-05-07 17:53:34.345025,1.147,0.287,26.2,2
2025-05-07 18:08:34.345025,0.439,0.11,42.4,2
2025-05-07 18:23:34.345025,0.407,0.102,28.0,2
2025-05-07 18:38:34.345025,0.345,0.086,28.2,2
2025-05-07 18:53:34.345025,0.38,0.095,35.2,2
2025-05-07 19:08:34.345025,0.0,0.0,29.9,2
2025-05-07 19:23:34.345025,0.0,0.0,36.3,2
2025-05-07 19:38:34.345025,0.0,0.0,33.3,2
2025-05-07 19:53:34.345025,0.0,0.0,34.3,2
2025-05-07 20:08:34.345025,0.0,0.0,37.6,2
2025-05-07 20:23:34.345025,0.0,0.0,32.2,2
2025-05-07 20:38:34.345025,0.0,0.0,34.7,2
2025-05-07 20:53:34.345025,0.0,0.0,26.9,2
2025-05-07 21:08:34.345025,0.0,0.0,26.9,2
2025-05-07 21:23:34.345025,0.0,0.0,27.2,2
2025-05-07 21:38:34.345025,0.0,0.0,27.8,2
2025-05-07 21:53:34.345025,0.0,0.0,40.4,2
2025-05-07 22:08:34.345025,0.0,0.0,39.0,2
2025-05-07 22:23:34.345025,0.0,0.0,26.7,2
2025-05-07 22:38:34.345025,0.0,0.0,37.3,2
2025-05-07 22:53:34.345025,0.0,0.0,29.5,2
2025-05-07 23:08:34.345025,0.0,0.0,39.3,2
2025-05-07 23:23:34.345025,0.0,0.0,36.2,2
2025-05-07 23:38:34.345025,0.0,0.0,41.3,2
2025-05-07 23:53:34.345025,0.0,0.0,36.5,2
2025-05-08 00:08:34.345025,0.0,0.0,35.6,2
2025-05-08 00:23:34.345025,0.0,0.0,40.9,2
2025-05-08 00:38:34.345025,0.0,0.0,31.6,2
2025-05-08 00:53:34.345025,0.0,0.0,31.8,2
2025-05-08 01:08:34.345025,0.0,0.0,27.3,2
2025-05-08 01:23:34.345025,0.0,0.0,31.6,2
2025-05-08 01:38:34.345025,0.0,0.0,38.0,2
2025-05-08 01:53:34.345025,0.0,0.0,27.6,2
2025-05-08 02:08:34.345025,0.0,0.0,35.3,2
2025-05-08 02:23:34.345025,0.0,0.0,27.1,2
2025-05-08 02:38:34.345025,0.0,0.0,25.9,2
2025-05-08 02:53:34.345025,0.0,0.0,41.4,2
2025-05-08 03:08:34.345025,0.0,0.0,28.8,2
2025-05-08 03:23:34.345025,0.0,0.0,35.5,2
2025-05-08 03:38:34.345025,0.0,0.0,44.3,2
2025-05-08 03:53:34.345025,0.0,0.0,25.3,2
2025-05-08 04:08:34.345025,0.0,0.0,34.7,2
2025-05-08 04:23:34.345025,0.0,0.0,32.2,2
2025-05-08 04:38:34.345025,0.0,0.0,34.5,2
2025-05-08 04:53:34.345025,0.0,0.0,27.0,2
2025-05-08 05:08:34.345025,0.0,0.0,34.5,2
2025-05-08 05:23:34.345025,0.0,0.0,39.5,2
2025-05-08 05:38:34.345025,0.0,0.0,36.5,2
2025-05-08 05:53:34.345025,0.0,0.0,30.9,2
2025-05-08 06:08:34.345025,0.454,0.114,44.2,2
2025-05-08 06:23:34.345025,0.344,0.086,41.6,2
2025-05-08 06:38:34.345025,0.37,0.093,25.6,2
2025-05-08 06:53:34.345025,0.437,0.109,36.0,2
2025-05-08 07:08:34.345025,1.107,0.277,32.4,2
2025-05-08 07:23:34.345025,1.21,0.302,29.6,2
2025-05-08 07:38:34.345025,1.42,0.355,41.8,2
2025-05-08 07:53:34.345025,1.207,0.302,41.2,2
2025-05-08 08:08:34.345025,2.32,0.58,33.4,2
2025-05-08 08:23:34.345025,2.054,0.514,26.9,2
2025-05-08 08:38:34.345025,1.771,0.443,43.7,2
2025-05-08 08:53:34.345025,2.119,0.53,33.1,2
2025-05-08 09:08:34.345025,2.41,0.602,44.1,2
2025-05-08 09:23:34.345025,2.242,0.561,26.6,2
2025-05-08 09:38:34.345025,2.806,0.702,42.2,2
2025-05-08 09:53:34.345025,3.238,0.81,37.8,2
2025-05-08 10:08:34.345025,3.838,0.959,33.4,2
2025-05-08 10:23:34.345025,3.063,0.766,44.2,2
2025-05-08 10:38:34.345025,2.732,0.683,32.3,2
2025-05-08 10:53:34.345025,3.008,0.752,28.4,2
2025-05-08 11:08:34.345025,4.075,1.019,25.4,2
2025-05-08 11:23:34.345025,3.756,0.939,36.3,2
2025-05-08 11:38:34.345025,3.2,0.8,40.9,2
2025-05-08 11:53:34.345025,3.365,0.841,28.0,2
2025-05-08 12:08:34.345025,3.945,0.986,27.7,2
2025-05-08 12:23:34.345025,3.745,0.936,27.9,2
2025-05-08 12:38:34.345025,4.063,1.016,43.7,2
2025-05-08 12:53:34.345025,3.331,0.833,35.8,2
2025-05-08 13:08:34.345025,2.999,0.75,34.5,2
2025-05-08 13:23:34.345025,3.608,0.902,29.2,2
2025-05-08 13:38:34.345025,3.539,0.885,26.9,2
2025-05-08 13:53:34.345025,2.998,0.749,39.1,2
2025-05-08 14:08:34.345025,3.656,0.914,33.2,2
2025-05-08 14:23:34.345025,3.056,0.764,44.9,2
2025-05-08 14:38:34.345025,3.726,0.932,32.2,2
2025-05-08 14:53:34.345025,2.724,0.681,33.4,2
2025-05-08 15:08:34.345025,2.377,0.594,28.9,2
2025-05-08 15:23:34.345025,2.493,0.623,40.4,2
2025-05-08 15:38:34.345025,2.478,0.62,41.1,2
2025-05-08 15:53:34.345025,2.791,0.698,37.0,2
2025-05-08 16:08:34.345025,2.129,0.532,42.5,2
2025-05-08 16:23:34.345025,1.935,0.484,36.7,2
2025-05-08 16:38:34.345025,2.012,0.503,32.4,2
2025-05-08 16:53:34.345025,2.049,0.512,42.8,2
2025-05-08 17:08:34.345025,1.045,0.261,39.7,2
2025-05-08 17:23:34.345025,1.13,0.283,35.6,2
2025-05-08 17:38:34.345025,1.064,0.266,40.6,2
2025-05-08 17:53:34.345025,1.413,0.353,44.4,2
2025-05-08 18:08:34.345025,0.429,0.107,31.3,2
2025-05-08 18:23:34.345025,0.475,0.119,40.1,2
2025-05-08 18:38:34.345025,0.453,0.113,44.0,2
2025-05-08 18:53:34.345025,0.406,0.102,40.9,2
2025-05-08 19:08:34.345025,0.0,0.0,29.4,2
2025-05-08 19:23:34.345025,0.0,0.0,31.6,2
2025-05-08 19:38:34.345025,0.0,0.0,43.3,2
2025-05-08 19:53:34.345025,0.0,0.0,29.3,2
2025-05-08 20:08:34.345025,0.0,0.0,25.5,2
2025-05-08 20:23:34.345025,0.0,0.0,42.4,2
2025-05-08 20:38:34.345025,0.0,0.0,40.6,2
2025-05-08 20:53:34.345025,0.0,0.0,43.7,2
2025-05-08 21:08:34.345025,0.0,0.0,31.8,2
2025-05-08 21:23:34.345025,0.0,0.0,42.0,2
2025-05-08 21:38:34.345025,0.0,0.0,36.4,2
2025-05-08 21:53:34.345025,0.0,0.0,27.1,2
2025-05-08 22:08:34.345025,0.0,0.0,40.5,2
2025-05-08 22:23:34.345025,0.0,0.0,33.9,2
2025-05-08 22:38:34.345025,0.0,0.0,40.9,2
2025-05-08 22:53:34.345025,0.0,0.0,42.0,2
2025-05-08 23:08:34.345025,0.0,0.0,26.8,2
2025-05-08 23:23:34.345025,0.0,0.0,25.6,2
2025-05-08 23:38:34.345025,0.0,0.0,33.2,2
2025-05-08 23:53:34.345025,0.0,0.0,40.0,2
2025-05-09 00:08:34.345025,0.0,0.0,29.5,2
2025-05-09 00:23:34.345025,0.0,0.0,32.6,2
2025-05-09 00:38:34.345025,0.0,0.0,27.9,2
2025-05-09 00:53:34.345025,0.0,0.0,26.4,2
2025-05-09 01:08:34.345025,0.0,0.0,40.4,2
2025-05-09 01:23:34.345025,0.0,0.0,29.3,2
2025-05-09 01:38:34.345025,0.0,0.0,31.6,2
2025-05-09 01:53:34.345025,0.0,0.0,44.7,2
2025-05-09 02:08:34.345025,0.0,0.0,25.4,2
2025-05-09 02:23:34.345025,0.0,0.0,26.7,2
2025-05-09 02:38:34.345025,0.0,0.0,34.4,2
2025-05-09 02:53:34.345025,0.0,0.0,41.0,2
2025-05-09 03:08:34.345025,0.0,0.0,35.5,2
2025-05-09 03:23:34.345025,0.0,0.0,44.2,2
2025-05-09 03:38:34.345025,0.0,0.0,30.1,2
2025-05-09 03:53:34.345025,0.0,0.0,36.5,2
2025-05-09 04:08:34.345025,0.0,0.0,34.2,2
2025-05-09 04:23:34.345025,0.0,0.0,28.4,2
2025-05-09 04:38:34.345025,0.0,0.0,31.8,2
2025-05-09 04:53:34.345025,0.0,0.0,27.2,2
2025-05-09 05:08:34.345025,0.0,0.0,26.5,2
2025-05-09 05:23:34.345025,0.0,0.0,38.4,2
2025-05-09 05:38:34.345025,0.0,0.0,35.0,2
2025-05-09 05:53:34.345025,0.0,0.0,28.6,2
2025-05-09 06:08:34.345025,0.346,0.086,44.8,2
2025-05-09 06:23:34.345025,0.473,0.118,26.4,2
2025-05-09 06:38:34.345025,0.392,0.098,30.8,2
2025-05-09 06:53:34.345025,0.397,0.099,35.1,2
2025-05-09 07:08:34.345025,1.012,0.253,42.4,2
2025-05-09 07:23:34.345025,1.177,0.294,26.1,2
2025-05-09 07:38:34.345025,1.278,0.319,30.3,2
2025-05-09 07:53:34.345025,1.235,0.309,26.7,2
2025-05-09 08:08:34.345025,2.308,0.577,30.0,2
2025-05-09 08:23:34.345025,1.894,0.474,37.2,2
2025-05-09 08:38:34.345025,1.877,0.469,33.9,2
2025-05-09 08:53:34.345025,1.75,0.437,32.6,2
2025-05-09 09:08:34.345025,2.272,0.568,44.6,2
2025-05-09 09:23:34.345025,2.597,0.649,35.8,2
2025-05-09 09:38:34.345025,3.353,0.838,32.1,2
2025-05-09 09:53:34.345025,3.317,0.829,33.1,2
2025-05-09 10:08:34.345025,2.652,0.663,27.0,2
2025-05-09 10:23:34.345025,2.877,0.719,31.3,2
2025-05-09 10:38:34.345025,2.77,0.692,37.6,2
2025-05-09 10:53:34.345025,3.385,0.846,34.4,2
2025-05-09 11:08:34.345025,2.898,0.724,37.0,2
2025-05-09 11:23:34.345025,3.562,0.891,32.1,2
2025-05-09 11:38:34.345025,3.587,0.897,29.9,2
2025-05-09 11:53:34.345025,3.449,0.862,41.1,2
2025-05-09 12:08:34.345025,4.407,1.102,34.4,2
2025-05-09 12:23:34.345025,4.747,1.187,28.6,2
2025-05-09 12:38:34.345025,3.591,0.898,42.4,2
2025-05-09 12:53:34.345025,3.805,0.951,33.8,2
2025-05-09 13:08:34.345025,3.881,0.97,38.8,2
2025-05-09 13:23:34.345025,2.942,0.736,28.7,2
2025-05-09 13:38:34.345025,2.892,0.723,28.6,2
2025-05-09 13:53:34.345025,3.986,0.997,28.3,2
